"Ticket";"Symbol";"Type";"Open price";"Close price";"Open time";"Close time";"Size";"Profit/Loss";"Stop Loss price level";"Profit Target price level";"Balance";"Slippage ($)";"Sample type";"Close type";"Time in trade";"Comm/Swap"
"1";"USTEC_ICM_UTC2";"Buy";"11034.6";"11074.6";"2023.01.03 16:30:00";"2023.01.03 16:40:00";"30.0";"1200.00";"10834.59961";"11074.59961";"51200.00";"0.00";"IST";"PT";"10m 0s";"-0.00"
"2";"USTEC_ICM_UTC2";"Buy";"10950.2";"10750.2";"2023.01.04 16:30:00";"2023.01.05 16:40:00";"30.0";"-6183.12";"10750.20020";"10990.20020";"45016.88";"0.00";"IST";"SL";"1d 0h 10m";"-183.12"
"3";"USTEC_ICM_UTC2";"Buy";"10798.4";"10838.4";"2023.01.05 21:00:00";"2023.01.06 15:30:00";"30.0";"1016.88";"10598.40039";"10838.40039";"46033.76";"0.00";"IST";"PT";"18h 30m";"-183.12"
"4";"USTEC_ICM_UTC2";"Buy";"10815.3";"10855.3";"2023.01.06 16:30:00";"2023.01.06 16:34:00";"30.0";"1200.00";"10615.29980";"10855.29980";"47233.76";"0.00";"IST";"PT";"4m 0s";"-0.00"
"5";"USTEC_ICM_UTC2";"Buy";"11121.3";"11161.3";"2023.01.09 16:30:00";"2023.01.09 16:32:00";"30.0";"1200.00";"10921.29980";"11161.29980";"48433.76";"0.00";"IST";"PT";"2m 0s";"-0.00"
"6";"USTEC_ICM_UTC2";"Buy";"11065.7";"11105.7";"2023.01.10 16:30:00";"2023.01.10 16:31:00";"30.0";"1200.00";"10865.70020";"11105.70020";"49633.76";"0.00";"IST";"PT";"1m 0s";"-0.00"
"7";"USTEC_ICM_UTC2";"Buy";"11246.8";"11286.8";"2023.01.11 16:30:00";"2023.01.11 17:10:00";"30.0";"1200.00";"11046.79980";"11286.79980";"50833.76";"0.00";"IST";"PT";"40m 0s";"-0.00"
"8";"USTEC_ICM_UTC2";"Buy";"11410.7";"11450.7";"2023.01.12 16:30:00";"2023.01.12 19:17:00";"30.0";"1200.00";"11210.70020";"11450.70020";"52033.76";"0.00";"IST";"PT";"2h 47m";"-0.00"
"9";"USTEC_ICM_UTC2";"Buy";"11427.6";"11467.6";"2023.01.13 17:15:00";"2023.01.13 17:46:00";"30.0";"1200.00";"11227.59961";"11467.59961";"53233.76";"0.00";"IST";"PT";"31m 0s";"-0.00"
"10";"USTEC_ICM_UTC2";"Buy";"11522.7";"11562.7";"2023.01.16 16:30:00";"2023.01.17 17:00:00";"30.0";"1016.88";"11322.70020";"11562.70020";"54250.64";"0.00";"IST";"PT";"1d 0h 30m";"-183.12"
"11";"USTEC_ICM_UTC2";"Buy";"11598.2";"11638.2";"2023.01.17 17:15:00";"2023.01.18 15:30:00";"30.0";"1016.88";"11398.20020";"11638.20020";"55267.52";"0.00";"IST";"PT";"22h 15m";"-183.12"
"12";"USTEC_ICM_UTC2";"Buy";"11627.3";"11667.3";"2023.01.18 16:30:00";"2023.01.18 17:00:00";"30.0";"1200.00";"11427.29980";"11667.29980";"56467.52";"0.00";"IST";"PT";"30m 0s";"-0.00"
"13";"USTEC_ICM_UTC2";"Buy";"11322.3";"11362.3";"2023.01.19 16:45:00";"2023.01.19 20:40:00";"30.0";"1200.00";"11122.29980";"11362.29980";"57667.52";"0.00";"IST";"PT";"3h 55m";"-0.00"
"14";"USTEC_ICM_UTC2";"Buy";"11367.7";"11407.7";"2023.01.20 16:30:00";"2023.01.20 16:52:00";"30.0";"1200.00";"11167.70020";"11407.70020";"58867.52";"0.00";"IST";"PT";"22m 0s";"-0.00"
